PMID,Title,Abstract
38949888,"Microsatellite Instability, Tumor Mutational Burden, and Response to Immune Checkpoint Blockade in Patients with Prostate Cancer.","PURPOSE: Patients with microsatellite instability-high/mismatch repair-deficient (MSI-H/dMMR) and high tumor mutational burden (TMB-H) prostate cancers are candidates for pembrolizumab. We define the genomic features, clinical course, and response to immune checkpoint blockade (ICB) in patients with MSI-H/dMMR and TMB-H prostate cancers without MSI [TMB-H/microsatellite stable (MSS)]. EXPERIMENTAL DESIGN: We sequenced 3,244 tumors from 2,257 patients with prostate cancer. MSI-H/dMMR prostate cancer was defined as an MSIsensor score >/=10 or MSIsensor score >/=3 and <10 with a deleterious MMR alteration. TMB-H was defined as >/=10 mutations/megabase. PSA50 and RECIST responses were assigned. Overall survival and radiographic progression-free survival (rPFS) were compared using log-rank test. RESULTS: Sixty-three (2.8%) men had MSI-H/dMMR, and 33 (1.5%) had TMB-H/MSS prostate cancers. Patients with MSI-H/dMMR and TMB-H/MSS tumors more commonly presented with grade group 5 and metastatic disease at diagnosis. MSI-H/dMMR tumors had higher TMB, indel, and neoantigen burden compared with TMB-H/MSS. Twenty-seven patients with MSI-H/dMMR and 8 patients with TMB-H/MSS tumors received ICB, none of whom harbored polymerase epsilon (polE) catalytic subunit mutations. About 45% of patients with MSI-H/dMMR had a RECIST response, and 65% had a PSA50 response. No patient with TMB-H/MSS had a RECIST response, and 50% had a PSA50 response. rPFS tended to be longer in patients with MSI-H/dMMR than in patients with TMB-H/MSS who received immunotherapy. Pronounced differences in genomics, TMB, or MSIsensor score were not detected between MSI-H/dMMR responders and nonresponders. CONCLUSIONS: MSI-H/dMMR prostate cancers have greater TMB, indel, and neoantigen burden than TMB-H/MSS prostate cancers, and these differences may contribute to profound and durable responses to ICB."
38948854,Identify Regulatory eQTLs by Multiome Sequencing in Prostate Single Cells.,"While genome-wide association studies and expression quantitative trait loci (eQTL) analysis have made significant progress in identifying noncoding variants associated with prostate cancer risk and bulk tissue transcriptome changes, the regulatory effect of these genetic elements on gene expression remains largely unknown. Recent developments in single-cell sequencing have made it possible to perform ATAC-seq and RNA-seq profiling simultaneously to capture functional associations between chromatin accessibility and gene expression. In this study, we tested our hypothesis that this multiome single-cell approach allows for mapping regulatory elements and their target genes at prostate cancer risk loci. We applied a 10X Multiome ATAC + Gene Expression platform to encapsulate Tn5 transposase-tagged nuclei from multiple prostate cell lines for a total of 65,501 high quality single cells from RWPE1, RWPE2, PrEC, BPH1, DU145, PC3, 22Rv1 and LNCaP cell lines. To address data sparsity commonly seen in the single-cell sequencing, we performed targeted sequencing to enrich sequencing data at prostate cancer risk loci involving 2,730 candidate germline variants and 273 associated genes. Although not increasing the number of captured cells, the targeted multiome data did improve eQTL gene expression abundance by about 20% and chromatin accessibility abundance by about 5%. Based on this multiomic profiling, we further associated RNA expression alterations with chromatin accessibility of germline variants at single cell levels. Cross validation analysis showed high overlaps between the multiome associations and the bulk eQTL findings from GTEx prostate cohort. We found that about 20% of GTEx eQTLs were covered within the significant multiome associations (p-value </= 0.05, gene abundance percentage >/= 5%), and roughly 10% of the multiome associations could be identified by significant GTEx eQTLs. We also analyzed accessible regions with available heterozygous SNP reads and observed more frequent association in genomic regions with allelically accessible variants (p = 0.0055). Among these findings were previously reported regulatory variants including rs60464856-RUVBL1 (multiome p-value = 0.0099 in BPH1) and rs7247241-SPINT2 (multiome p-value = 0.0002- 0.0004 in 22Rv1). We also functionally validated a new regulatory SNP and its target gene rs2474694-VPS53 (multiome p-value = 0.00956 in BPH1 and 0.00625 in DU145) by reporter assay and SILAC proteomics sequencing. Taken together, our data demonstrated the feasibility of the multiome single-cell approach for identifying regulatory SNPs and their regulated genes."
38947889,Cardio-oncology in advanced prostate cancer.,"Treatment intensification with androgen deprivation therapy (ADT) and androgen receptor pathway inhibitors (ARPi) have led to improved survival in advanced prostate cancer. However, ADT is linked to significant cardiovascular toxicity, and ARPi also negatively impacts cardiovascular health. Together with a higher prevalence of baseline cardiovascular risk factors reported among prostate cancer survivors at diagnosis, there is a pressing need to prioritise and optimise cardiovascular health in this population. Firstly, While no dedicated cardiovascular toxicity risk calculators are available, other tools such as SCORE2 can be used for baseline cardiovascular risk assessment. Next, selected patients on combination therapy may benefit from de-escalation of ADT to minimise its toxicities while maintaining cancer control. These patients can be characterised by an exceptional PSA response to hormonal treatment, favourable disease characteristics and competing comorbidities that warrant a less aggressive treatment regime. In addition, emerging molecular and genomic biomarkers hold the potential to identify patients who are suited for a de-escalated treatment approach either with ADT or with ARPi. One such biomarker is AR-V7 splice variant that predicts resistance to ARPi. Lastly, optimization of modifiable cardiovascular risk factors for patients through a coherent framework (ABCDE) and exercise therapy is equally important. This article aims to comprehensively review the cardiovascular impact of hormonal manipulation in metastatic hormone-sensitive prostate cancer, propose overarching strategies to mitigate cardiovascular toxicity associated with hormonal treatment, and, most importantly, raise awareness about the detrimental cardiovascular effects inherent in our current management strategies involving hormonal agents."
38947033,The Gene Expression Landscape of Disease Genes.,"Fine-mapping and gene-prioritisation techniques applied to the latest Genome-Wide Association Study (GWAS) results have prioritised hundreds of genes as causally associated with disease. Here we leverage these recently compiled lists of high-confidence causal genes to interrogate where in the body disease genes operate. Specifically, we combine GWAS summary statistics, gene prioritisation results and gene expression RNA-seq data from 46 tissues and 204 cell types in relation to 16 major diseases (including 8 cancers). In tissues and cell types with well-established relevance to the disease, the prioritised genes typically have higher absolute and relative (i.e. tissue/cell specific) expression compared to non-prioritised 'control' genes. Examples include brain tissues in psychiatric disorders (P-value < 1x10(-7)), microglia cells in Alzheimer's Disease (P-value = 9.8x10(-3)) and colon mucosa in colorectal cancer (P-value < 1x10(-3)). We also observe significantly higher expression for disease genes in multiple tissues and cell types with no established links to the corresponding disease. While some of these results may be explained by cell types that span multiple tissues, such as macrophages in brain, blood, lung and spleen in relation to Alzheimer's disease (P-values < 1x10(-3)), the cause for others is unclear and motivates further investigation that may provide novel insights into disease etiology. For example, mammary tissue in Type 2 Diabetes (P-value < 1x10(-7)); reproductive tissues such as breast, uterus, vagina, and prostate in Coronary Artery Disease (P-value < 1x10(-4)); and motor neurons in psychiatric disorders (P-value < 3x10(-4)). In the GTEx dataset, tissue type is the major predictor of gene expression but the contribution of each predictor (tissue, sample, subject, batch) varies widely among disease-associated genes. Finally, we highlight genes with the highest levels of gene expression in relevant tissues to guide functional follow-up studies. Our results could offer novel insights into the tissues and cells involved in disease initiation, inform drug target and delivery strategies, highlighting potential off-target effects, and exemplify the relative performance of different statistical tests for linking disease genes with tissue and cell type gene expression."
38947031,Rare pathogenic structural variants show potential to enhance prostate cancer germline testing for African men.,"Prostate cancer (PCa) is highly heritable, with men of African ancestry at greatest risk and associated lethality. Lack of representation in genomic data means germline testing guidelines exclude for African men. Established that structural variations (SVs) are major contributors to human disease and prostate tumourigenesis, their role is under-appreciated in familial and therapeutic testing. Utilising a clinico-methodologically matched African (n = 113) versus European (n = 57) deep-sequenced PCa resource, we interrogated 42,966 high-quality germline SVs using a best-fit pathogenicity prediction workflow. We identified 15 potentially pathogenic SVs representing 12.4% African and 7.0% European patients, of which 72% and 86% met germline testing standard-of-care recommendations, respectively. Notable African-specific loss-of-function gene candidates include DNA damage repair MLH1 and BARD1 and tumour suppressors FOXP1, WASF1 and RB1. Representing only a fraction of the vast African diaspora, this study raises considerations with respect to the contribution of kilo-to-mega-base rare variants to PCa pathogenicity and African associated disparity."
38946889,mRNA-lncRNA gene expression signature in HPV-associated neoplasia and cervical cancer.,"Cervical cancer is one of the most frequent cancers in women and is associated with human papillomavirus (HPV) in 70 % of cases. Cervical cancer occurs because of progression of low-differentiated cervical intraepithelial neoplasia through grade 2 and 3 lesions. Along with the protein-coding genes, long noncoding RNAs (lncRNAs) play an important role in the development of malignant cell transformation. Although human papillomavirus is widespread, there is currently no well-characterized transcriptomic signature to predict whether this tumor will develop in the presence of HPV-associated neoplastic changes in the cervical epithelium. Changes in gene activity in tumors reflect the biological diversity of cellular phenotype and physiological functions and can be an important diagnostic marker. We performed comparative transcriptome analysis using open RNA sequencing data to assess differentially expressed genes between normal tissue, neoplastic epithelium, and cervical cancer. Raw data were preprocessed using the Galaxy platform. Batch effect correction, identification of differentially expressed genes, and gene set enrichment analysis (GSEA) were performed using R programming language packages. Subcellular localization of lncRNA was analyzed using Locate-R and iLoc-LncRNA 2.0 web services. 1,572 differentially expressed genes (DEGs) were recorded in the ""cancer vs. control"" comparison, and 1,260 DEGs were recorded in the ""cancer vs. neoplasia"" comparison. Only two genes were observed to be differentially expressed in the ""neoplasia vs. control"" comparison. The search for common genes among the most strongly differentially expressed genes among all comparison groups resulted in the identification of an expression signature consisting of the CCL20, CDKN2A, CTCFL, piR-55219, TRH, SLC27A6 and EPHA5 genes. The transcription level of the CCL20 and CDKN2A genes becomes increased at the stage of neoplastic epithelial changes and stays so in cervical cancer. Validation on an independent microarray dataset showed that the differential expression patterns of the CDKN2A and SLC27A6 genes were conserved in the respective gene expression comparisons between groups."
38946034,WGCNA reveals a biomarker for cancer-associated fibroblasts to predict prognosis in cervical cancer.,"BACKGROUND: Cancer-associated fibroblasts (CAFs) are crucial components of the cervical cancer tumor microenvironment, playing a significant role in cervical cancer progression, treatment resistance, and immune evasion, but whether the expression of CAF-related genes can predict clinical outcomes in cervical cancer is still unknown. In this study, we sought to analyze genes associated with CAFs through weighted gene co-expression network analysis (WGCNA) and to create a predictive model for CAFs in cervical cancer. METHODS: We acquired transcriptome sequencing data and clinical information on cervical cancer patients from the cancer genome atlas (TCGA) and gene expression omnibus (GEO) databases. WGCNA was conducted to identify genes related to CAFs. We developed a prognostic model based on CAF genes in cervical cancer using the least absolute shrinkage and selection operator (LASSO) Cox regression analysis. Single-cell sequencing data analysis and in vivo experiments for validation of hub genes in CAFs. RESULTS: A prognostic model for cervical cancer was developed based on CAF genes including COL4A1 , LAMC1 , RAMP3 , POSTN , and SERPINF1 . Cervical cancer patients were divided into low- and high-risk groups based on the optimal cutoff value. Patients in the high-risk group had a significantly worse prognosis. Single-cell RNA sequencing data revealed that hub genes in the CAFs risk model were expressed mainly in fibroblasts. The real-time fluorescence quantitative polymerase chain reaction (PCR) results revealed a significant difference in the expression levels of COL4A1 , LAMC1 , POSTN , and SERPINF1 between the cancer group and the normal group ( p < 0.05). Consistently, the results of the immunohistochemical tests exhibited notable variations in COL4A1, LAMC1, RAMP3, POSTN, and SERPINF1 expression between the cancer and normal groups ( p < 0.001). CONCLUSION: The CAF risk model for cervical cancer constructed in this study can be used to predict prognosis, while the CAF hub genes can be utilized as crucial markers for cervical cancer prognosis."
38944914,GRIN3A: A biomarker associated with a cribriform pattern and poor prognosis in prostate cancer.,"Prostate cancer with a cribriform pattern, including invasive cribriform carcinoma (ICC) and/or intraductal carcinoma (IDC) is associated with a poor prognosis, and the underlying mechanisms are unclear. Therefore, we aimed to identify biomarkers for this feature. Using a radical prostatectomy cohort, we performed within-patient differential expression analyses with RNA sequencing data to compare samples with a cribriform pattern to those with non-cribriform Gleason pattern 4 (NcGP4; n=13). ACSM1, GRIN3A, PCDHB2, and REG4 were identified as differentially expressed, and validation was performed using real-time reverse transcription polymerase chain reaction (n=99; 321 RNA samples) and RNA in situ hybridization on tissue microarrays (n=479; 2047 tissue cores). GRIN3A was significantly higher expressed in cribriform pattern vs. NcGP4, when assessed within the same patient (n=27; p=0.005) and between different patients (n=83; p=0.001). Tissue cores with IDC more often expressed GRIN3A compared to ICC, NcGP4, and benign tissue (52 % vs. </= 32 %). When IDC and NcGP4 was compared within the same patient (173 pairs of tissue cores; 54 patients), 38 (22 %) of the tissue microarray core pairs had GRIN3A expression in only IDC, 33 (19 %) had expression in both IDC and NcGP4, 14 (8 %) in only NcGP4 and 88 (51 %) were negative in both entities (p=0.001). GRIN3A was as well associated with biochemical recurrence (log-rank, p=0.002). In conclusion, ectopic GRIN3A expression is an RNA-based biomarker for the presence of cribriform prostate cancer, particularly for IDC."
38944419,"CEACAM6 Promotes Lung Metastasis via Enhancing Proliferation, Migration and Suppressing Apoptosis of Prostate Cancer Cells.","BACKGROUND/AIM: Metastatic prostate cancer (mPCa) results in high morbidity and mortality. Visceral metastases in particular are associated with a shortened survival. Our aim was to unravel the molecular mechanisms that underly pulmonary spread in mPCa. MATERIALS AND METHODS: We performed a comprehensive transcriptomic analysis of PCa lung metastases, followed by functional validation of candidate genes. Digital gene expression analysis utilizing the NanoString technology was performed on mRNA extracted from formalin-fixed, paraffin-embedded (FFPE) tissue from PCa lung metastases. The gene expression data from primary PCa and PCa lung metastases were compared, and several publicly available bioinformatic analysis tools were used to annotate and validate the data. RESULTS: In PCa lung metastases, 234 genes were considerably up-regulated, and 78 genes were significantly down-regulated when compared to primary PCa. Carcinoembryonic antigen-related cell adhesion molecule 6 (CEACAM6) was identified as suitable candidate gene for further functional validation. CEACAM6 as a cell adhesion molecule has been implicated in promoting metastatic disease in several solid tumors, such as colorectal or gastric cancer. We showed that siRNA knockdown of CEACAM6 in PC-3 and LNCaP cells resulted in decreased cell viability and migration as well as enhanced apoptosis. Comprehensive transcriptomic analyses identified several genes of interest that might promote metastatic spread to the lung. CONCLUSION: Functional validation revealed that CEACAM6 might play an important role in fostering metastatic spread to the lung of PCa patients via enhancing proliferation, migration and suppressing apoptosis in PC-3 and LNCaP cells. CEACAM6 might pose an attractive therapeutic target to prevent metastatic disease."
38943346,Taxonomy of introns and the evolution of minor introns.,"Classification of introns, which is crucial to understanding their evolution and splicing, has historically been binary and has resulted in the naming of major and minor introns that are spliced by their namesake spliceosome. However, a broad range of intron consensus sequences exist, leading us to here reclassify introns as minor, minor-like, hybrid, major-like, major and non-canonical introns in 263 species across six eukaryotic supergroups. Through intron orthology analysis, we discovered that minor-like introns are a transitory node for intron conversion across evolution. Despite close resemblance of their consensus sequences to minor introns, these introns possess an AG dinucleotide at the -1 and -2 position of the 5' splice site, a salient feature of major introns. Through combined analysis of CoLa-seq, CLIP-seq for major and minor spliceosome components, and RNAseq from samples in which the minor spliceosome is inhibited we found that minor-like introns are also an intermediate class from a splicing mechanism perspective. Importantly, this analysis has provided insight into the sequence elements that have evolved to make minor-like introns amenable to recognition by both minor and major spliceosome components. We hope that this revised intron classification provides a new framework to study intron evolution and splicing."
38942821,Down-regulation of SLC14A1 in prostate cancer activates CDK1/CCNB1 and mTOR pathways and promotes tumor progression.,"Prostate cancer (PCa) is the most common cancer among men in the United States and the leading cause of cancer-related death. The Solute Carrier Family 14 Member 1 (SLC14A1) is a member of urea transporters which are important for the regulation of urine concentration. However, the physiological significance of SLC14A1 in PCa still remains unclear. In the present study, via bioinformatics analysis and experiments, we found that expression of SLC14A1 is significantly decreased in PCa progression, which could be attributed to hypermethylation on SLC14A1 promoter region. Moreover, its low expression and hypermethylation on SLC14A1 promoter are closely related to the poor prognosis of PCa patients. On the other hand, overexpression of SLC14A1 inhibited cell proliferation and metastasis while its overexpression also suppressed CDK1/CCNB1 pathway and mTOR/MMP-9 signaling pathway. Additionally, SLC14A1 expression is enriched in prostate basal-type cells. In summary, our study indicates that its low expression level and promoter hypermethylation of SLC14A1 may represent novel indicators for PCa progression and prognosis, and SLC14A1 could inhibit the progression of PCa."
38940339,A Linear Relationship between the Number of Cancers among First-Degree Relatives and the Risk of Multiple Primary Cancers.,"With advances in the early detection and treatment of cancer, the incidence of multiple primary cancers (MPC) or second primary cancers has increased over time. Characterization of etiologic risk factors, including family history of cancer, within the general population is critical for assessing MPC risk in patients. We examined the association between family history of cancer among first-degree relatives and MPC risk in a prospective study of 139,958 participants from the Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial. Cox proportional hazard models were used to calculate HRs and 95% confidence intervals (95% CI), adjusting for potential confounders. Over a median follow-up of 16 years (IQR: 11-19 years), 6,170 participants were diagnosed with MPC. Having a family history of cancer increased the risk of MPC by 18% (HR, 1.18; 95% CI, 1.12-1.24). A positive linear trend was observed between the reported number of cancers in the family history and MPC risk with HRs (95% CI) of 1.13 (1.07-1.20), 1.23 (1.14-1.33), 1.29 (1.15-1.45), and 1.42 (1.20-1.70) for one, two, three, and four or more cancers among first-degree relatives, respectively (Ptrend = 2.36 x 10-13). No significant differences were observed by cancer histology or specific cancer types reported in the family history. Our study demonstrates that the family history of cancer is an important risk factor for the development of MPCs and that a comprehensive assessment of the number of cancers reported among first-degree relatives may identify those at higher risk who may benefit from targeted cancer prevention and screening strategies. Prevention Relevance: Our study makes a substantial contribution to the understanding of risk factors for MPCs in the general population. It demonstrates that individuals with a strong family history of cancer are at higher risk for MPCs and may benefit from more targeted cancer prevention and screening interventions."
38938900,Cancer cell invasion alters the protein profile of extracellular vesicles.,"Extracellular vesicles (EVs) are important mediators of intercellular communication involved in local and long-range signalling of cancer metastasis. The onset of invasion is the key step of the metastatic cascade, but the secretion of EVs has remained unexplored at that stage due to technical challenges. In this study, we present a platform to track EVs over the course of invasive development of human prostate cancer cell (PC3) tumoroids utilizing in vivo-mimicking extracellular matrix-based 3D cultures. Using this EV production method, combined with proteomic profiling, we show that PC3 tumoroids secrete EVs with previously undefined protein cargo. Intriguingly, an increase in EV amounts and extensive changes in the EV protein composition were detected upon invasive transition of the tumoroids. The changes in EV protein cargo were counteracted by chemical inhibition of invasion. These results reveal the impact of the tumoroids' invasive status on EV secretion and cargo, and highlight the necessity of in vivo-mimicking conditions for uncovering novel cancer-derived EV components."
38938675,Identification of stable reference genes for relative quantification of long RNA expression in urinary extracellular vesicles.,"Urinary extracellular vesicles (uEVs) are rich in valuable biomolecule information which are increasingly recognized as potential biomarkers for various diseases. uEV long RNAs are among the critical cargos capable of providing unique transcriptome information of the source cells. However, consensus regarding ideal reference genes for relative long RNAs quantification in uEVs is not available as of date. Here we explored stable reference genes through profiling the long RNA expression by RNA-seq following unsupervised analysis and validation studies. Candidate reference genes were identified using four algorithms: NormFinder, GeNorm, BestKeeper and the Delta Ct method, followed by validation. RNA profile showed uEVs contained abundant long RNAs information and the core transcriptome was related to cellular structures, especially ribosome which functions mainly as translation, protein and RNA binding molecules. Analysis of RNA-seq data identified RPL18A, RPL11, RPL27, RACK1, RPSA, RPL41, H1-2, RPL4, GAPDH, RPS27A as candidate reference genes. RT-qPCR validation revealed that RPL41, RPSA and RPL18A were reliable reference genes for long RNA quantification in uEVs from patients with diabetes mellitus (DM), diabetic nephropathy (DN), IgA nephropathy (IgAN) and prostate cancer (PCA). Interestingly, RPL41 also outperformed traditional reference genes in renal tissues of DN and IgAN, as well as in plasma EVs of several types of cancers. The stable reference genes identified in this study may facilitate development of uEVs as novel biomarkers and increase the accuracy and comparability of biomarker studies."
38937754,Cancer-associated fibroblasts (CAFs) gene signatures predict outcomes in breast and prostate tumor patients.,"BACKGROUND: Over the last two decades, tumor-derived RNA expression signatures have been developed for the two most commonly diagnosed tumors worldwide, namely prostate and breast tumors, in order to improve both outcome prediction and treatment decision-making. In this context, molecular signatures gained by main components of the tumor microenvironment, such as cancer-associated fibroblasts (CAFs), have been explored as prognostic and therapeutic tools. Nevertheless, a deeper understanding of the significance of CAFs-related gene signatures in breast and prostate cancers still remains to be disclosed. METHODS: RNA sequencing technology (RNA-seq) was employed to profile and compare the transcriptome of CAFs isolated from patients affected by breast and prostate tumors. The differentially expressed genes (DEGs) characterizing breast and prostate CAFs were intersected with data from public datasets derived from bulk RNA-seq profiles of breast and prostate tumor patients. Pathway enrichment analyses allowed us to appreciate the biological significance of the DEGs. K-means clustering was applied to construct CAFs-related gene signatures specific for breast and prostate cancer and to stratify independent cohorts of patients into high and low gene expression clusters. Kaplan-Meier survival curves and log-rank tests were employed to predict differences in the outcome parameters of the clusters of patients. Decision-tree analysis was used to validate the clustering results and boosting calculations were then employed to improve the results obtained by the decision-tree algorithm. RESULTS: Data obtained in breast CAFs allowed us to assess a signature that includes 8 genes (ITGA11, THBS1, FN1, EMP1, ITGA2, FYN, SPP1, and EMP2) belonging to pro-metastatic signaling routes, such as the focal adhesion pathway. Survival analyses indicated that the cluster of breast cancer patients showing a high expression of the aforementioned genes displays worse clinical outcomes. Next, we identified a prostate CAFs-related signature that includes 11 genes (IL13RA2, GDF7, IL33, CXCL1, TNFRSF19, CXCL6, LIFR, CXCL5, IL7, TSLP, and TNFSF15) associated with immune responses. A low expression of these genes was predictive of poor survival rates in prostate cancer patients. The results obtained were significantly validated through a two-step approach, based on unsupervised (clustering) and supervised (classification) learning techniques, showing a high prediction accuracy (>/= 90%) in independent RNA-seq cohorts. CONCLUSION: We identified a huge heterogeneity in the transcriptional profile of CAFs derived from breast and prostate tumors. Of note, the two novel CAFs-related gene signatures might be considered as reliable prognostic indicators and valuable biomarkers for a better management of breast and prostate cancer patients."
38937672,Causal relationship between prostatic diseases and prostate cancer: a mendelian randomization study.,"BACKGROUND: Although it is thought that prostatitis or benign prostatic hyperplasia (BPH) is related to prostate cancer (PCa), the underlying causal effects of these diseases are unclear. METHODS: We assessed the causal relationship between prostatitis or BPH and PCa using a two-sample Mendelian randomization (MR) approach. The data utilized in this study were sourced from genome-wide association study. The association of genetic variants from cohorts of prostatitis or BPH and PCa patients was determined using inverse-variance weighted and MR Egger regression techniques. The direction of chance was determined using independent genetic variants with genome-wide significance (P < 5 x 10(-6)). The accuracy of the results was confirmed using sensitivity analyses. RESULTS: MR analysis showed that BPH had a significant causal effect on PCa (Odds Ratio = 1.209, 95% Confidence Interval: 0.098-0.281, P = 5.079 x 10(- 5)) while prostatitis had no significant causal effect on PCa (P > 0.05). Additionally, the pleiotropic test and leave-one-out analysis showed the two-sample MR analyses were valid and reliable. CONCLUSIONS: This MR study supports that BPH has a positive causal effect on PCa, while genetically predicted prostatitis has no causal effect on PCa. Nonetheless, further studies should explore the underlying biochemical mechanism and potential therapeutic targets for the prevention of these diseases."
38937536,Should systematic prostatic biopsies be discontinued?,"INTRODUCTION: The use of systematic biopsies in addition to targeted biopsies is based on multiple studies showing that 15-20% of ""clinically significant"" cancers are missed on targeted biopsies. Concern about these 'missed' cancers drives many interventions. This includes systematic biopsies in men with negative imaging and in men having targeted biopsies, and drives a preference for total gland treatment in men who may be candidates for partial gland ablation. This article summarizes recent genomic and clinical data indicating that, despite ""clinically significant"" histology, MRI invisible lesions are genomically and clinically favorable. These studies have demonstrated that the genetic aberrations associated with cancer visibility are the same aberrations that drive cancer invasiveness and metastasis. Thus invisible cancers, even if undiagnosed at baseline, are in most cases indolent and pose little threat to the patient. The implications are that patients should be monitored with imaging rather than systematic biopsy, and subject to repeat targeted biopsy for evidence of MR progression. Patients prefer this strategy. It has many advantages in terms of reduced burden of care, cost, psychological benefits, and less diagnosis of insignificant cancer. CONCLUSION: It is now appropriate to abandon systematic biopsies in most patients."
38937531,Causal role of immune cells on cervical cancer onset revealed by two-sample Mendelian randomization study.,"Cervical cancer (CC) is a prevalent gynecological cancer worldwide that significantly impacts the quality of life and the physical and mental well-being of women. However, there have been limited studies utilizing Mendelian randomization (MR) analysis to investigate the connection between immune cells and CC. This study is to investigate the causal effects of immune traits on CC and non-neoplastic conditions of the cervix. The GWAS data for 731 immunophenotypes and six GWAS data for CC from the FinnGen database were downloaded. Subsequently, a two-sample MR analysis was conducted using the MR Egger, Weighted median, Inverse variance weighted (IVW), Simple mode, and Weighted mode methods. Our study has identified the potential causal effects of immune traits on inflammatory diseases of the cervix, other noninflammatory disorders of the cervix uteri, carcinoma in situ of cervix uteri, adenocarcinomas of cervix, squamous cell neoplasms and carcinoma of cervix, as well as malignant neoplasm of the cervix uteri, with the respective numbers being 8, 6, 11, 8, 23, and 12, respectively. A strong correlation between classic monocytes and various cervical diseases was revealed. Furthermore, we discovered that B cells expressing BAFF-R have the ability to impede the advancement of malignant CC, specifically squamous cell neoplasms and carcinoma of cervix. Our study has demonstrated a significant association between immune traits and both CC and non-neoplastic conditions of the cervix through two-sample Mendelian randomization, providing valuable insights for future clinical research."
38936897,Ovarian Metastasis from Human Papillomavirus-associated Usual-type Endocervical Adenocarcinoma: Clinicopathological Characteristics for Distinguishing from Primary Ovarian Mucinous or Endometrioid Tumor.,"BACKGROUND/AIM: Distinguishing ovarian metastasis of usual-type endocervical adenocarcinoma (UEA) from primary ovarian tumors is often challenging because of several overlapping features. This study aimed to investigate the clinicopathological characteristics and outcomes of patients with metastatic ovarian UEA. PATIENTS AND METHODS: Clinicopathological information was collected from eight patients with metastatic ovarian UEA. Immunostaining was also performed. RESULTS: Most patients presented with adnexal masses that were suspected to be primary ovarian tumors. All examined cases showed block p16 positivity in paired primary and metastatic tumors. Five patients who completed post-operative chemotherapy or concurrent chemoradiotherapy (CCRT) did not experience recurrence. In contrast, one patient who refused further treatment after the first CCRT cycle experienced ovarian and peritoneal metastases. One patient with isolated ovarian metastasis left untreated and developed peritoneal metastasis during follow-up. CONCLUSION: Patients with UEA who received proper management for ovarian metastases showed favorable outcomes. Given that ovarian metastatic UEA can mimic primary ovarian borderline tumor or carcinoma of the mucinous or endometrioid type, pathologists should be aware of this unusual but distinctive morphology to avoid misdiagnosis and inappropriate treatment."
38936774,HPV16 genome structure analysis in oropharyngeal cancer PDXs identifies tumors with integrated and episomal genomes.,"HPV + oropharyngeal squamous cell carcinoma (OPC) incidence recently surpassed cervical cancer and is the most common HPV-related cancer in the developed world. HPV16 is in  approximately 90 % of HPV + OPCs, with episomal genomes in the majority of cases. Most existing HPV16+ cancer cell lines derive from outside the oropharynx and harbor integrated HPV genomes. Thus, there is need for OPC preclinical models to evaluate standard and experimental therapeutics in the presence of episomal HPV16 oncogenic drivers. Here we characterize HPV genome structures in eight HPV16+ OPC patient-derived xenografts (PDXs), and evaluate their responses to standard chemotherapy. HPV genome state was investigated by combining Southern blot, T5 exonuclease assay, whole genome sequencing, and RNAseq data. This analysis revealed complexity and variation in integrated vs. episomal HPV forms across PDXs and demonstrated that four PDXs predominantly contain episomal HPV16. Episomal status did not ensure favorable in vivo responses to cisplatin therapy, despite the more favorable prognosis previously attributed to episomal HPV + tumors; this could be due to the small number present in the dataset. Our analysis establishes PDX models as test platforms for novel therapies designed to target maintenance of the episomal forms of HPV16 that commonly appear in OPC."
38935882,Applications of Artificial Intelligence in Prostate Cancer Care: A Path to Enhanced Efficiency and Outcomes.,"The landscape of prostate cancer care has rapidly evolved. We have transitioned from the use of conventional imaging, radical surgeries, and single-agent androgen deprivation therapy to an era of advanced imaging, precision diagnostics, genomics, and targeted treatment options. Concurrently, the emergence of large language models (LLMs) has dramatically transformed the paradigm for artificial intelligence (AI). This convergence of advancements in prostate cancer management and AI provides a compelling rationale to comprehensively review the current state of AI applications in prostate cancer care. Here, we review the advancements in AI-driven applications across the continuum of the journey of a patient with prostate cancer from early interception to survivorship care. We subsequently discuss the role of AI in prostate cancer drug discovery, clinical trials, and clinical practice guidelines. In the localized disease setting, deep learning models demonstrated impressive performance in detecting and grading prostate cancer using imaging and pathology data. For biochemically recurrent diseases, machine learning approaches are being tested for improved risk stratification and treatment decisions. In advanced prostate cancer, deep learning can potentially improve prognostication and assist in clinical decision making. Furthermore, LLMs are poised to revolutionize information summarization and extraction, clinical trial design and operations, drug development, evidence synthesis, and clinical practice guidelines. Synergistic integration of multimodal data integration and human-AI integration are emerging as a key strategy to unlock the full potential of AI in prostate cancer care."
